variety,total_weight,trial,program
A03921.2,364.07,2011_ID,Idaho
ND060735.4Russ,397.6,2011_ID,NorthDakota
ND060735.4Russ,420.06,2011_ND,NorthDakota
A03921.2,416,2011_ND,Idaho
A03921.2,735.95,2011_WA,Idaho
ND060735.4Russ,572.97,2011_WA,NorthDakota
A03921.2,771.7,2012_ID,Idaho
ND060735.4Russ,531.31,2012_ID,NorthDakota
AO02183.2,873.62,2012_ID,Idaho
ND060735.4Russ,169.88,2012_ME,NorthDakota
ND060735.4Russ,196.66,2012_ND,NorthDakota
AO02183.2,183.58,2012_ND,Idaho
A03921.2,154.55,2012_ND,Idaho
ND060735.4Russ,624.23,2012_WA,NorthDakota
AO02183.2,856.39,2012_WA,Idaho
A03921.2,800.02,2012_WA,Idaho
AO02183.2,266.26,2012_WI,Idaho
ND060735.4Russ,200.56,2012_WI,NorthDakota
A03921.2,252.65,2012_WI,Idaho
W9742.3rus,NA,2013_ID,Wisconsin
A06084.1TE,618.42,2013_ID,Idaho
AO06070.1KF,950.26,2013_ID,Idaho
ND060735.4Russ,314.43,2013_ID,NorthDakota
A03921.2,803.05,2013_ID,Idaho
AO06070.1KF,NA,2013_ME,Idaho
A03921.2,NA,2013_ME,Idaho
A06084.1TE,NA,2013_ME,Idaho
W9742.3rus,NA,2013_ME,Wisconsin
ND060735.4Russ,359.13,2013_ME,NorthDakota
ND060735.4Russ,59,2013_MI,NorthDakota
W9742.3rus,NA,2013_MI,Wisconsin
A06084.1TE,48,2013_MI,Idaho
A03921.2,56,2013_MI,Idaho
AO06070.1KF,52,2013_MI,Idaho
A03921.2,456.38,2013_ND,Idaho
A06084.1TE,326.81,2013_ND,Idaho
ND060735.4Russ,97.62,2013_ND,NorthDakota
W9742.3rus,NA,2013_ND,Wisconsin
AO06070.1KF,342.2,2013_ND,Idaho
A06084.1TE,628.33,2013_WA,Idaho
A03921.2,726.73,2013_WA,Idaho
ND060735.4Russ,667.79,2013_WA,NorthDakota
W9742.3rus,690.85,2013_WA,Wisconsin
AO06070.1KF,816.41,2013_WA,Idaho
AO06070.1KF,NA,2013_WI,Idaho
A03921.2,296.21,2013_WI,Idaho
A06084.1TE,267.71,2013_WI,Idaho
W9742.3rus,334.32,2013_WI,Wisconsin
ND060735.4Russ,208.91,2013_WI,NorthDakota
A03921.2,584.44,2014_ID,Idaho
A03921.2,514.76,2014_ID,Idaho
A06084.1TE,391.96,2014_ID,Idaho
A06084.1TE,393.69,2014_ID,Idaho
AW07791.2rus,438.99,2014_ID,Idaho
AW07791.2rus,518.24,2014_ID,Idaho
AF4953.6,493.85,2014_ID,Idaho
AF4953.6,465.12,2014_ID,Idaho
AF4950.2,566.15,2014_ID,Idaho
AF4950.2,532.18,2014_ID,Idaho
AF4953.6,315.81,2014_ME,Idaho
AF4950.2,338.79,2014_ME,Idaho
A03921.2,NA,2014_ME,Idaho
A06084.1TE,NA,2014_ME,Idaho
AW07791.2rus,250.71,2014_ME,Idaho
AF4953.6,388.39,2014_ND,Idaho
A03921.2,419.2,2014_ND,Idaho
AF4950.2,325.95,2014_ND,Idaho
A06084.1TE,321,2014_ND,Idaho
AW07791.2rus,286.14,2014_ND,Idaho
A06084.1TE,492.52,2014_WA,Idaho
A03921.2,462.8,2014_WA,Idaho
AW07791.2rus,808.73,2014_WA,Idaho
AF4950.2,927.63,2014_WA,Idaho
AF4953.6,439.73,2014_WA,Idaho
A03921.2,359.74,2014_WI,Idaho
AF4950.2,337.78,2014_WI,Idaho
AF4953.6,324.33,2014_WI,Idaho
AW07791.2rus,358.82,2014_WI,Idaho
A06084.1TE,308.36,2014_WI,Idaho
W9742.3rus,366.63,2015_ID,Wisconsin
W9850.5rus,448.18,2015_ID,Wisconsin
W9850.5rus,442.6,2015_ID,Wisconsin
AF4950.2,463.51,2015_ID,Idaho
W10074.16rus,372.2,2015_ID,Wisconsin
W9742.3rus,332.48,2015_ID,Wisconsin
AW06108.1rus,535.29,2015_ID,Idaho
W10074.16rus,537.38,2015_ID,Wisconsin
AW07791.2rus,349.21,2015_ID,Idaho
AF4953.6,575.03,2015_ID,Idaho
AW06108.1rus,389.63,2015_ID,Idaho
AW07773.1rus,319.93,2015_ID,Idaho
AW07773.1rus,400.78,2015_ID,Idaho
AW07781.1rus,351.3,2015_ID,Idaho
AW07781.1rus,363.84,2015_ID,Idaho
AW07791.2rus,480.23,2015_ID,Idaho
W10074.8rus,431.44,2015_ID,Wisconsin
W10039.2rus,570.14,2015_ID,Wisconsin
W10039.2rus,461.4,2015_ID,Wisconsin
W10074.3rus,608.48,2015_ID,Wisconsin
W10074.3rus,488.59,2015_ID,Wisconsin
W10074.8rus,484.42,2015_ID,Wisconsin
AF4950.2,451.66,2015_ID,Idaho
A06862.18VR,349.2,2015_ID,Idaho
AF4953.6,349.91,2015_ID,Idaho
A06084.1TE,283.69,2015_ID,Idaho
A06862.18VR,496.97,2015_ID,Idaho
A06084.1TE,370.8,2015_ID,Idaho
A03921.2,480.93,2015_ID,Idaho
A03921.2,489.99,2015_ID,Idaho
CO07049.1RU,417.52,2015_ID,Colorado
CO07049.1RU,425.88,2015_ID,Colorado
AOR08032.1,211.88,2015_ID,Idaho
AOR08032.1,306.69,2015_ID,Idaho
AOR07781.5,427.96,2015_ID,Idaho
AOR07781.5,411.23,2015_ID,Idaho
AF5179.4,356.86,2015_ID,Idaho
AF5091.2,161.71,2015_ID,Idaho
AF5091.2,245.34,2015_ID,Idaho
AF5179.4,404.96,2015_ID,Idaho
A03921.2,NA,2015_ME,Idaho
AF4950.2,358.16,2015_ME,Idaho
AF4950.2,413.33,2015_ME,Idaho
AF4953.6,355.25,2015_ME,Idaho
AF4953.6,359.12,2015_ME,Idaho
AF5091.2,282.17,2015_ME,Idaho
AF5091.2,265.71,2015_ME,Idaho
AF5179.4,486.42,2015_ME,Idaho
AF5179.4,317.49,2015_ME,Idaho
A03921.2,NA,2015_ME,Idaho
W10039.2rus,286.53,2015_ME,Wisconsin
AW06108.1rus,385.25,2015_ME,Idaho
AW06108.1rus,268.13,2015_ME,Idaho
AW07773.1rus,374.13,2015_ME,Idaho
AW07773.1rus,283.62,2015_ME,Idaho
AW07781.1rus,268.62,2015_ME,Idaho
AW07781.1rus,196.03,2015_ME,Idaho
AW07791.2rus,325.73,2015_ME,Idaho
AW07791.2rus,322.35,2015_ME,Idaho
W10039.2rus,368.33,2015_ME,Wisconsin
W10074.3rus,321.37,2015_ME,Wisconsin
W10074.3rus,396.88,2015_ME,Wisconsin
W10074.8rus,315.57,2015_ME,Wisconsin
W10074.8rus,302.99,2015_ME,Wisconsin
W10074.16rus,308.31,2015_ME,Wisconsin
W10074.16rus,293.79,2015_ME,Wisconsin
W9742.3rus,340.25,2015_ME,Wisconsin
W9742.3rus,274.42,2015_ME,Wisconsin
W9850.5rus,378.48,2015_ME,Wisconsin
W9850.5rus,281.68,2015_ME,Wisconsin
AOR08032.1,NA,2015_ME,Idaho
A06862.18VR,NA,2015_ME,Idaho
A06862.18VR,NA,2015_ME,Idaho
A06084.1TE,NA,2015_ME,Idaho
AOR07781.5,NA,2015_ME,Idaho
AOR07781.5,NA,2015_ME,Idaho
AOR08032.1,NA,2015_ME,Idaho
A06084.1TE,NA,2015_ME,Idaho
CO07049.1RU,272.98,2015_ME,Colorado
CO07049.1RU,177.14,2015_ME,Colorado
AF5179.4,442.15,2015_ND,Idaho
CO07049.1RU,298.05,2015_ND,Colorado
CO07049.1RU,313.75,2015_ND,Colorado
A06862.18VR,417.17,2015_ND,Idaho
W9850.5rus,389.85,2015_ND,Wisconsin
AF4950.2,456.09,2015_ND,Idaho
AF4950.2,554.28,2015_ND,Idaho
AF4953.6,395.08,2015_ND,Idaho
AF4953.6,397.99,2015_ND,Idaho
W9850.5rus,525.8,2015_ND,Wisconsin
W9742.3rus,420.66,2015_ND,Wisconsin
AF5091.2,311.41,2015_ND,Idaho
AW06108.1rus,255.64,2015_ND,Idaho
AW06108.1rus,354.42,2015_ND,Idaho
AW07773.1rus,190.57,2015_ND,Idaho
AW07773.1rus,213.22,2015_ND,Idaho
AW07781.1rus,250.41,2015_ND,Idaho
AW07781.1rus,295.73,2015_ND,Idaho
AW07791.2rus,248.68,2015_ND,Idaho
AW07791.2rus,329.43,2015_ND,Idaho
W9742.3rus,230.65,2015_ND,Wisconsin
W10039.2rus,284.11,2015_ND,Wisconsin
W10039.2rus,366.6,2015_ND,Wisconsin
W10074.3rus,251.58,2015_ND,Wisconsin
W10074.3rus,373.01,2015_ND,Wisconsin
W10074.8rus,176.63,2015_ND,Wisconsin
A06862.18VR,410.19,2015_ND,Idaho
W10074.16rus,253.9,2015_ND,Wisconsin
W10074.16rus,338.71,2015_ND,Wisconsin
W10074.8rus,510.7,2015_ND,Wisconsin
AF5091.2,424.13,2015_ND,Idaho
AOR08032.1,340.46,2015_ND,Idaho
A03921.2,302.71,2015_ND,Idaho
A03921.2,463.05,2015_ND,Idaho
A06084.1TE,384.05,2015_ND,Idaho
A06084.1TE,402.64,2015_ND,Idaho
AOR08032.1,321.88,2015_ND,Idaho
AF5179.4,468.29,2015_ND,Idaho
AOR07781.5,403.8,2015_ND,Idaho
AOR07781.5,545.56,2015_ND,Idaho
AW06108.1rus,1187,2015_WA,Idaho
AW06108.1rus,1192,2015_WA,Idaho
AW07773.1rus,736,2015_WA,Idaho
AW07773.1rus,654,2015_WA,Idaho
AW07781.1rus,668,2015_WA,Idaho
AW07781.1rus,732,2015_WA,Idaho
AW07791.2rus,1071,2015_WA,Idaho
AW07791.2rus,997,2015_WA,Idaho
W10039.2rus,796,2015_WA,Wisconsin
W10039.2rus,967,2015_WA,Wisconsin
W10074.3rus,882,2015_WA,Wisconsin
W10074.3rus,871,2015_WA,Wisconsin
W10074.8rus,922,2015_WA,Wisconsin
W10074.8rus,984,2015_WA,Wisconsin
W10074.16rus,754,2015_WA,Wisconsin
W10074.16rus,961,2015_WA,Wisconsin
W9742.3rus,674,2015_WA,Wisconsin
W9742.3rus,841,2015_WA,Wisconsin
W9850.5rus,921,2015_WA,Wisconsin
W9850.5rus,980,2015_WA,Wisconsin
AF4950.2,1184,2015_WA,Idaho
AF4950.2,739,2015_WA,Idaho
AF4953.6,768,2015_WA,Idaho
AF4953.6,680,2015_WA,Idaho
AF5091.2,256,2015_WA,Idaho
AF5091.2,670,2015_WA,Idaho
AF5179.4,880,2015_WA,Idaho
AF5179.4,887,2015_WA,Idaho
AOR07781.5,856,2015_WA,Idaho
AOR07781.5,1032,2015_WA,Idaho
AOR08032.1,908,2015_WA,Idaho
AOR08032.1,570,2015_WA,Idaho
A03921.2,890,2015_WA,Idaho
A03921.2,966,2015_WA,Idaho
A06084.1TE,497,2015_WA,Idaho
A06084.1TE,696,2015_WA,Idaho
A06862.18VR,1227,2015_WA,Idaho
A06862.18VR,1171,2015_WA,Idaho
CO07049.1RU,716,2015_WA,Colorado
CO07049.1RU,809,2015_WA,Colorado
W10074.3rus,327.64,2015_WI,Wisconsin
W9850.5rus,234.94,2015_WI,Wisconsin
W9850.5rus,173.28,2015_WI,Wisconsin
W9742.3rus,303.45,2015_WI,Wisconsin
W9742.3rus,305.46,2015_WI,Wisconsin
W10074.16rus,212.79,2015_WI,Wisconsin
W10074.16rus,273.24,2015_WI,Wisconsin
W10074.8rus,330.88,2015_WI,Wisconsin
W10074.8rus,346.59,2015_WI,Wisconsin
W10074.3rus,356.25,2015_WI,Wisconsin
W10039.2rus,256.31,2015_WI,Wisconsin
W10039.2rus,257.92,2015_WI,Wisconsin
AW07791.2rus,305.47,2015_WI,Idaho
AW07791.2rus,274.45,2015_WI,Idaho
AW07781.1rus,262.75,2015_WI,Idaho
AW07781.1rus,279.27,2015_WI,Idaho
AW07773.1rus,357.46,2015_WI,Idaho
AW07773.1rus,326.03,2015_WI,Idaho
AW06108.1rus,309.11,2015_WI,Idaho
AW06108.1rus,290.97,2015_WI,Idaho
A06862.18VR,382.46,2015_WI,Idaho
A06862.18VR,385.28,2015_WI,Idaho
A06084.1TE,310.31,2015_WI,Idaho
A06084.1TE,291.37,2015_WI,Idaho
A03921.2,274.45,2015_WI,Idaho
A03921.2,229.71,2015_WI,Idaho
CO07049.1RU,247.05,2015_WI,Colorado
CO07049.1RU,339.32,2015_WI,Colorado
AF5179.4,272.43,2015_WI,Idaho
AF5091.2,255.1,2015_WI,Idaho
AF4953.6,354.24,2015_WI,Idaho
AF4953.6,319.19,2015_WI,Idaho
AF4950.2,360.68,2015_WI,Idaho
AF4950.2,382.86,2015_WI,Idaho
AF5179.4,281.71,2015_WI,Idaho
AF5091.2,278.88,2015_WI,Idaho
AOR07781.5,400.58,2015_WI,Idaho
AOR08032.1,311.92,2015_WI,Idaho
AOR08032.1,330.46,2015_WI,Idaho
AOR07781.5,411.88,2015_WI,Idaho
AOR08032.1,411.14,2016_ID,Idaho
AOR08032.1,346.46,2016_ID,Idaho
AOR06576.1,529.94,2016_ID,Idaho
AOR06576.1,725.25,2016_ID,Idaho
AOR07781.5,445.97,2016_ID,Idaho
AOR07781.5,478.32,2016_ID,Idaho
COTX09052.2Ru,350.81,2016_ID,Colorado
W9850.5rus,448.47,2016_ID,Wisconsin
ND092007R.2Russ,NA,2016_ID,NorthDakota
AW07791.2rus,477.69,2016_ID,Idaho
AW07791.2rus,472.73,2016_ID,Idaho
W9850.5rus,511.29,2016_ID,Wisconsin
W9742.3rus,383.16,2016_ID,Wisconsin
COTX09052.2Ru,377.56,2016_ID,Colorado
W9742.3rus,424.21,2016_ID,Wisconsin
AW07773.1rus,330.29,2016_ID,Idaho
AW07773.1rus,430.43,2016_ID,Idaho
AW06108.1rus,404.92,2016_ID,Idaho
AW06108.1rus,460.28,2016_ID,Idaho
W10594.16rus,392.49,2016_ID,Wisconsin
W10594.16rus,434.16,2016_ID,Wisconsin
ND092007R.2Russ,NA,2016_ID,NorthDakota
CO09205.2RU,373.2,2016_ID,Colorado
ND09193BR.2Russ,NA,2016_ID,NorthDakota
A08422.2VRsto,480.8,2016_ID,Idaho
A08422.2VRsto,493.86,2016_ID,Idaho
A071012.4BF,548.6,2016_ID,Idaho
A071012.4BF,610.81,2016_ID,Idaho
A03921.2,462.15,2016_ID,Idaho
CO09205.2RU,455.31,2016_ID,Colorado
CO09036.2RU,310.99,2016_ID,Colorado
CO09036.2RU,393.1,2016_ID,Colorado
A03921.2,610.18,2016_ID,Idaho
ND09193BR.2Russ,NA,2016_ID,NorthDakota
AAF07521.1,432.91,2016_ID,Idaho
ND070927.2Russ,246.94,2016_ID,NorthDakota
ND070927.2Russ,390,2016_ID,NorthDakota
ND050032.4Russ,538.65,2016_ID,NorthDakota
ND050032.4Russ,584.67,2016_ID,NorthDakota
AAF07521.1,414.87,2016_ID,Idaho
AF5469.2,551.09,2016_ID,Idaho
AF5407.13,397.45,2016_ID,Idaho
AF5407.13,404.92,2016_ID,Idaho
AF5406.7,371.33,2016_ID,Idaho
AF5406.7,471.48,2016_ID,Idaho
AF5071.2,468.99,2016_ID,Idaho
AF5071.2,483.91,2016_ID,Idaho
AF5179.4,486.42,2016_ID,Idaho
AF5179.4,518.12,2016_ID,Idaho
AF5469.2,549.85,2016_ID,Idaho
AF5179.4,402.68,2016_ME,Idaho
A03921.2,NA,2016_ME,Idaho
A03921.2,NA,2016_ME,Idaho
AF5179.4,506.27,2016_ME,Idaho
AF5071.2,583.22,2016_ME,Idaho
AF5071.2,414.79,2016_ME,Idaho
AF5406.7,516.43,2016_ME,Idaho
AF5406.7,287.97,2016_ME,Idaho
AF5407.13,427.37,2016_ME,Idaho
AF5407.13,363,2016_ME,Idaho
AF5469.2,471.42,2016_ME,Idaho
AF5469.2,336.85,2016_ME,Idaho
AAF07521.1,504.81,2016_ME,Idaho
AAF07521.1,408.97,2016_ME,Idaho
A08422.2VRsto,NA,2016_ME,Idaho
AW07791.2rus,331.54,2016_ME,Idaho
CO09036.2RU,400.28,2016_ME,Colorado
A08422.2VRsto,NA,2016_ME,Idaho
CO09036.2RU,291.86,2016_ME,Colorado
CO09205.2RU,400.26,2016_ME,Colorado
A071012.4BF,NA,2016_ME,Idaho
A071012.4BF,NA,2016_ME,Idaho
CO09205.2RU,427.85,2016_ME,Colorado
W10594.16rus,450.61,2016_ME,Wisconsin
AOR06576.1,NA,2016_ME,Idaho
COTX09052.2Ru,543.53,2016_ME,Colorado
COTX09052.2Ru,406.55,2016_ME,Colorado
AW06108.1rus,388.65,2016_ME,Idaho
AOR08032.1,NA,2016_ME,Idaho
AW06108.1rus,360.57,2016_ME,Idaho
AW07773.1rus,368.81,2016_ME,Idaho
AW07773.1rus,426.4,2016_ME,Idaho
W9742.3rus,390.1,2016_ME,Wisconsin
W9742.3rus,380.43,2016_ME,Wisconsin
W9850.5rus,340.25,2016_ME,Wisconsin
W9850.5rus,354.77,2016_ME,Wisconsin
AW07791.2rus,327.18,2016_ME,Idaho
AOR06576.1,NA,2016_ME,Idaho
W10594.16rus,438.99,2016_ME,Wisconsin
AOR08032.1,NA,2016_ME,Idaho
ND050032.4Russ,615.16,2016_ME,NorthDakota
ND070927.2Russ,590.96,2016_ME,NorthDakota
ND070927.2Russ,368.81,2016_ME,NorthDakota
ND09193BR.2Russ,372.69,2016_ME,NorthDakota
ND09193BR.2Russ,352.83,2016_ME,NorthDakota
ND092007R.2Russ,382.85,2016_ME,NorthDakota
ND050032.4Russ,465.6,2016_ME,NorthDakota
ND092007R.2Russ,387.69,2016_ME,NorthDakota
AOR07781.5,NA,2016_ME,Idaho
AOR07781.5,NA,2016_ME,Idaho
ND09193BR.2Russ,NA,2016_MI,NorthDakota
AOR08032.1,NA,2016_MI,Idaho
AOR07781.5,NA,2016_MI,Idaho
ND092007R.2Russ,NA,2016_MI,NorthDakota
ND070927.2Russ,NA,2016_MI,NorthDakota
AOR06576.1,NA,2016_MI,Idaho
COTX09052.2Ru,NA,2016_MI,Colorado
W10594.16rus,NA,2016_MI,Wisconsin
AW06108.1rus,NA,2016_MI,Idaho
AW07773.1rus,NA,2016_MI,Idaho
W9742.3rus,NA,2016_MI,Wisconsin
W9850.5rus,NA,2016_MI,Wisconsin
AW07791.2rus,NA,2016_MI,Idaho
ND050032.4Russ,NA,2016_MI,NorthDakota
AAF07521.1,NA,2016_MI,Idaho
CO09036.2RU,NA,2016_MI,Colorado
CO09205.2RU,NA,2016_MI,Colorado
A071012.4BF,NA,2016_MI,Idaho
A08422.2VRsto,NA,2016_MI,Idaho
AF5179.4,NA,2016_MI,Idaho
AF5071.2,NA,2016_MI,Idaho
AF5406.7,NA,2016_MI,Idaho
AF5407.13,NA,2016_MI,Idaho
A03921.2,NA,2016_MI,Idaho
AF5469.2,NA,2016_MI,Idaho
AW06108.1rus,NA,2016_ND,Idaho
W9742.3rus,364.29,2016_ND,Wisconsin
AW07773.1rus,170.24,2016_ND,Idaho
AW07773.1rus,329.43,2016_ND,Idaho
AW06108.1rus,761.69,2016_ND,Idaho
W10594.16rus,409.61,2016_ND,Wisconsin
W10594.16rus,492.69,2016_ND,Wisconsin
W9850.5rus,445.62,2016_ND,Wisconsin
W9742.3rus,345.12,2016_ND,Wisconsin
W9850.5rus,403.22,2016_ND,Wisconsin
AW07791.2rus,335.25,2016_ND,Idaho
AW07791.2rus,324.21,2016_ND,Idaho
COTX09052.2Ru,273.65,2016_ND,Colorado
COTX09052.2Ru,NA,2016_ND,Colorado
A071012.4BF,445.63,2016_ND,Idaho
AF5469.2,449.71,2016_ND,Idaho
AF5469.2,510.72,2016_ND,Idaho
AAF07521.1,363.71,2016_ND,Idaho
AAF07521.1,406.71,2016_ND,Idaho
AF5407.13,387.54,2016_ND,Idaho
AF5407.13,368.94,2016_ND,Idaho
A071012.4BF,359.06,2016_ND,Idaho
ND050032.4Russ,417.17,2016_ND,NorthDakota
A03921.2,411.93,2016_ND,Idaho
A03921.2,545.57,2016_ND,Idaho
AF5406.7,335.23,2016_ND,Idaho
AF5179.4,487.46,2016_ND,Idaho
AF5179.4,399.15,2016_ND,Idaho
A08422.2VRsto,478.76,2016_ND,Idaho
A08422.2VRsto,353.83,2016_ND,Idaho
AF5071.2,494.43,2016_ND,Idaho
AF5071.2,370.1,2016_ND,Idaho
AF5406.7,484.55,2016_ND,Idaho
ND050032.4Russ,456.67,2016_ND,NorthDakota
ND070927.2Russ,370.1,2016_ND,NorthDakota
AOR07781.5,463.06,2016_ND,Idaho
AOR07781.5,326.53,2016_ND,Idaho
AOR08032.1,379.99,2016_ND,Idaho
