variety,total_weight,trial,program
A10595.13sto,697.5,2019_OR,Idaho
A11737.1LB,416.9,2019_OR,Idaho
A11737.1LB,341.9,2019_OR,Idaho
AAF10615.1,537,2019_OR,Idaho
AAF10615.1,626.9,2019_OR,Idaho
AAF10615.1,600.9,2019_OR,Idaho
AF5492.6,941.8,2019_OR,Idaho
AF5492.6,677.5,2019_OR,Idaho
AF5492.6,788.5,2019_OR,Idaho
AOR08540.1,1064,2019_OR,Idaho
AOR08540.1,870.4,2019_OR,Idaho
AOR08540.1,939.6,2019_OR,Idaho
AO02183.2,1192.1,2019_OR,Idaho
AO02183.2,846.3,2019_OR,Idaho
AO02183.2,NA,2019_OR,Idaho
A07769.4,845.6,2019_OR,Idaho
A07769.4,751.9,2019_OR,Idaho
A07769.4,987.7,2019_OR,Idaho
A10594.8VR,1219.2,2019_OR,Idaho
A10594.8VR,960.9,2019_OR,Idaho
A10594.8VR,NA,2019_OR,Idaho
AAF10943.4,754.47,2019_WA,Idaho
AF5521.1,1091.54,2019_WA,Idaho
NDAF092412.3Rus,906.16,2019_WA,NorthDakota
AF5707.1,895.08,2019_WA,Idaho
AF5731.11,648.98,2019_WA,Idaho
AF5750.16,958.76,2019_WA,Idaho
AF5750.17,950.95,2019_WA,Idaho
AF5762.4,746.43,2019_WA,Idaho
AF5789.1,1046.95,2019_WA,Idaho
ND113100.1Russ,861,2019_WA,NorthDakota
ND13242B.8Russ,740.32,2019_WA,NorthDakota
ND13243B.3Russ,951.15,2019_WA,NorthDakota
ND13243B.14Russ,444.25,2019_WA,NorthDakota
ND13288.2Russ,617.26,2019_WA,NorthDakota
AOR12149.1,791.93,2019_WA,Idaho
AOR13064.2,1031.82,2019_WA,Idaho
CO11009.3RU,1035.72,2019_WA,Colorado
CO10094.5RU,483.06,2019_WA,Colorado
A09086.1LB,1125.66,2019_WA,Idaho
A09119.4LB,966.21,2019_WA,Idaho
A10007.3,765.94,2019_WA,Idaho
A10071.1,1134.27,2019_WA,Idaho
A10508.2LB,975.08,2019_WA,Idaho
A10611.3adg,1145.92,2019_WA,Idaho
A11188.1,1277.97,2019_WA,Idaho
A11194.1,767.95,2019_WA,Idaho
A11234.2,780.29,2019_WA,Idaho
A11326.1,1077.18,2019_WA,Idaho
A12114.7,864.4,2019_WA,Idaho
A12115.16sto,1080.99,2019_WA,Idaho
A12314.1sto,690.58,2019_WA,Idaho
COA11013.2,886.32,2019_WA,Colorado
AF5644.8,760.48,2019_WA,Idaho
AF5644.8,739.62,2019_WA,Idaho
AF5661.13,824.9,2019_WA,Idaho
AF5661.13,888.62,2019_WA,Idaho
NDAF113476CB.3,909.74,2019_WA,NorthDakota
NDAF113476CB.3,1226.79,2019_WA,NorthDakota
ND12241YB.2Russ,761.85,2019_WA,NorthDakota
ND12241YB.2Russ,867.82,2019_WA,NorthDakota
A10595.13sto,758.72,2019_WA,Idaho
A10595.13sto,567.66,2019_WA,Idaho
A11737.1LB,563.81,2019_WA,Idaho
A11737.1LB,590.95,2019_WA,Idaho
AAF10615.1,703.03,2019_WA,Idaho
AAF10615.1,677.13,2019_WA,Idaho
AAF10615.1,646.9,2019_WA,Idaho
AF5492.6,1118.65,2019_WA,Idaho
AF5492.6,1098.34,2019_WA,Idaho
AF5492.6,1058.69,2019_WA,Idaho
AOR08540.1,902.83,2019_WA,Idaho
AOR08540.1,1100,2019_WA,Idaho
AOR08540.1,1091.35,2019_WA,Idaho
AO02183.2,1398.87,2019_WA,Idaho
AO02183.2,1424.73,2019_WA,Idaho
AO02183.2,1397.51,2019_WA,Idaho
A07769.4,985.22,2019_WA,Idaho
A07769.4,1049.24,2019_WA,Idaho
A07769.4,1037.34,2019_WA,Idaho
A10594.8VR,1077.74,2019_WA,Idaho
A10594.8VR,1077.03,2019_WA,Idaho
A10594.8VR,1354.94,2019_WA,Idaho
AAF10943.4,0.49,2019_WI,Idaho
AF5521.1,0.39,2019_WI,Idaho
NDAF092412.3Rus,0.45,2019_WI,NorthDakota
AF5707.1,0.59,2019_WI,Idaho
AF5731.11,0.51,2019_WI,Idaho
AF5750.16,0.49,2019_WI,Idaho
AF5750.17,0.51,2019_WI,Idaho
AF5762.4,0.44,2019_WI,Idaho
AF5789.1,0.49,2019_WI,Idaho
ND113100.1Russ,0.37,2019_WI,NorthDakota
ND13242B.8Russ,0.46,2019_WI,NorthDakota
ND13243B.3Russ,0.52,2019_WI,NorthDakota
ND13243B.14Russ,0.4,2019_WI,NorthDakota
ND13288.2Russ,0.48,2019_WI,NorthDakota
AOR12149.1,0.52,2019_WI,Idaho
AOR13064.2,0.37,2019_WI,Idaho
CO11009.3RU,0.44,2019_WI,Colorado
CO10094.5RU,0.3,2019_WI,Colorado
A09086.1LB,0.59,2019_WI,Idaho
A09119.4LB,0.53,2019_WI,Idaho
A10007.3,0.59,2019_WI,Idaho
A10071.1,0.49,2019_WI,Idaho
A10508.2LB,0.63,2019_WI,Idaho
A10611.3adg,0.54,2019_WI,Idaho
A11188.1,0.55,2019_WI,Idaho
A11194.1,0.5,2019_WI,Idaho
A11234.2,0.75,2019_WI,Idaho
A11326.1,0.67,2019_WI,Idaho
A12114.7,0.41,2019_WI,Idaho
A12115.16sto,0.65,2019_WI,Idaho
A12314.1sto,0.15,2019_WI,Idaho
COA11013.2,0.51,2019_WI,Colorado
AF5644.8,0.56,2019_WI,Idaho
AF5644.8,0.5,2019_WI,Idaho
AF5661.13,0.52,2019_WI,Idaho
AF5661.13,0.49,2019_WI,Idaho
NDAF113476CB.3,0.71,2019_WI,NorthDakota
NDAF113476CB.3,0.69,2019_WI,NorthDakota
ND12241YB.2Russ,0.55,2019_WI,NorthDakota
ND12241YB.2Russ,0.58,2019_WI,NorthDakota
A10595.13sto,0.56,2019_WI,Idaho
A10595.13sto,0.53,2019_WI,Idaho
A11737.1LB,0.38,2019_WI,Idaho
A11737.1LB,0.29,2019_WI,Idaho
AAF10615.1,0.42,2019_WI,Idaho
AAF10615.1,0.45,2019_WI,Idaho
AAF10615.1,0.42,2019_WI,Idaho
AF5492.6,0.53,2019_WI,Idaho
AF5492.6,0.52,2019_WI,Idaho
AF5492.6,0.46,2019_WI,Idaho
AOR08540.1,0.68,2019_WI,Idaho
AOR08540.1,0.61,2019_WI,Idaho
AOR08540.1,0.58,2019_WI,Idaho
AO02183.2,0.52,2019_WI,Idaho
AO02183.2,0.45,2019_WI,Idaho
AO02183.2,0.48,2019_WI,Idaho
A07769.4,0.53,2019_WI,Idaho
A07769.4,0.39,2019_WI,Idaho
A07769.4,0.44,2019_WI,Idaho
A10594.8VR,0.57,2019_WI,Idaho
A10594.8VR,0.52,2019_WI,Idaho
A10594.8VR,0.6,2019_WI,Idaho
CO12152.1RU,NA,2020_ID,Colorado
CO12246.1RU,NA,2020_ID,Colorado
CO12378.1RU,NA,2020_ID,Colorado
A08292.1LB,NA,2020_ID,Idaho
A09022.4,NA,2020_ID,Idaho
A09136.9LB,NA,2020_ID,Idaho
A10020.3sto,NA,2020_ID,Idaho
A10635.2VR,NA,2020_ID,Idaho
A12076.4sto,NA,2020_ID,Idaho
A12304.1sto,NA,2020_ID,Idaho
A12304.4sto,NA,2020_ID,Idaho
A12305.2adg,NA,2020_ID,Idaho
A12308.4VR,NA,2020_ID,Idaho
A12327.5VR,NA,2020_ID,Idaho
A13036.1,NA,2020_ID,Idaho
A13038.3,NA,2020_ID,Idaho
AFA5661.8,NA,2020_ID,Idaho
AF5711.2,NA,2020_ID,Idaho
AF5735.8,NA,2020_ID,Idaho
AF5736.16,NA,2020_ID,Idaho
AF5741.6,NA,2020_ID,Idaho
AF5770.7,NA,2020_ID,Idaho
AAF10596.1,NA,2020_ID,Idaho
COAF11018.10,NA,2020_ID,Colorado
ND1412Y.5Russ,NA,2020_ID,NorthDakota
ND14110B.1Russ,NA,2020_ID,NorthDakota
AOR10093.11,NA,2020_ID,Idaho
AOR10129.1,NA,2020_ID,Idaho
AOR11027.4,NA,2020_ID,Idaho
AOR10654.11,NA,2020_ID,Idaho
AF5707.1,NA,2020_ID,Idaho
AF5707.1,NA,2020_ID,Idaho
AF5731.11,NA,2020_ID,Idaho
AF5731.11,NA,2020_ID,Idaho
AF5750.16,NA,2020_ID,Idaho
AF5750.16,NA,2020_ID,Idaho
AOR13064.2,NA,2020_ID,Idaho
AOR13064.2,NA,2020_ID,Idaho
CO11009.3RU,NA,2020_ID,Colorado
CO11009.3RU,NA,2020_ID,Colorado
A09086.1LB,NA,2020_ID,Idaho
A09086.1LB,NA,2020_ID,Idaho
A10007.3,NA,2020_ID,Idaho
A10007.3,NA,2020_ID,Idaho
A10071.1,NA,2020_ID,Idaho
A10071.1,NA,2020_ID,Idaho
A10508.2LB,NA,2020_ID,Idaho
A10508.2LB,NA,2020_ID,Idaho
A11326.1,NA,2020_ID,Idaho
A11326.1,NA,2020_ID,Idaho
A12114.7,NA,2020_ID,Idaho
A12114.7,NA,2020_ID,Idaho
A12115.16sto,NA,2020_ID,Idaho
A12115.16sto,NA,2020_ID,Idaho
A12314.1sto,NA,2020_ID,Idaho
A12314.1sto,NA,2020_ID,Idaho
W13A11229.1rus,NA,2020_ID,Wisconsin
W13A11229.1rus,NA,2020_ID,Wisconsin
NDAF113476CB.3,NA,2020_ID,NorthDakota
NDAF113476CB.3,NA,2020_ID,NorthDakota
NDAF113476CB.3,NA,2020_ID,NorthDakota
CO12152.1RU,NA,2020_ME,Colorado
CO12246.1RU,NA,2020_ME,Colorado
CO12378.1RU,NA,2020_ME,Colorado
AF5711.2,NA,2020_ME,Idaho
AF5735.8,NA,2020_ME,Idaho
AF5736.16,NA,2020_ME,Idaho
AF5741.6,NA,2020_ME,Idaho
AF5770.7,NA,2020_ME,Idaho
AAF10596.1,NA,2020_ME,Idaho
COAF11018.10,NA,2020_ME,Colorado
ND1412Y.5Russ,NA,2020_ME,NorthDakota
ND14110B.1Russ,NA,2020_ME,NorthDakota
AF5707.1,NA,2020_ME,Idaho
AF5707.1,NA,2020_ME,Idaho
AF5731.11,NA,2020_ME,Idaho
AF5731.11,NA,2020_ME,Idaho
AF5750.16,NA,2020_ME,Idaho
AF5750.16,NA,2020_ME,Idaho
CO11009.3RU,NA,2020_ME,Colorado
CO11009.3RU,NA,2020_ME,Colorado
W13A11229.1rus,NA,2020_ME,Wisconsin
W13A11229.1rus,NA,2020_ME,Wisconsin
NDAF113476CB.3,NA,2020_ME,NorthDakota
NDAF113476CB.3,NA,2020_ME,NorthDakota
NDAF113476CB.3,NA,2020_ME,NorthDakota
CO12152.1RU,NA,2020_ND,Colorado
CO12246.1RU,NA,2020_ND,Colorado
CO12378.1RU,NA,2020_ND,Colorado
A08292.1LB,NA,2020_ND,Idaho
A09022.4,NA,2020_ND,Idaho
A09136.9LB,NA,2020_ND,Idaho
A10020.3sto,NA,2020_ND,Idaho
A10635.2VR,NA,2020_ND,Idaho
A12076.4sto,NA,2020_ND,Idaho
A12304.1sto,NA,2020_ND,Idaho
A12304.4sto,NA,2020_ND,Idaho
A12305.2adg,NA,2020_ND,Idaho
A12308.4VR,NA,2020_ND,Idaho
A12327.5VR,NA,2020_ND,Idaho
A13036.1,NA,2020_ND,Idaho
A13038.3,NA,2020_ND,Idaho
AFA5661.8,NA,2020_ND,Idaho
AF5711.2,NA,2020_ND,Idaho
AF5735.8,NA,2020_ND,Idaho
AF5736.16,NA,2020_ND,Idaho
AF5741.6,NA,2020_ND,Idaho
AF5770.7,NA,2020_ND,Idaho
AAF10596.1,NA,2020_ND,Idaho
COAF11018.10,NA,2020_ND,Colorado
ND1412Y.5Russ,NA,2020_ND,NorthDakota
ND14110B.1Russ,NA,2020_ND,NorthDakota
AOR10093.11,NA,2020_ND,Idaho
AOR10129.1,NA,2020_ND,Idaho
AOR11027.4,NA,2020_ND,Idaho
AOR10654.11,NA,2020_ND,Idaho
AF5707.1,NA,2020_ND,Idaho
AF5707.1,NA,2020_ND,Idaho
AF5731.11,NA,2020_ND,Idaho
AF5731.11,NA,2020_ND,Idaho
AF5750.16,NA,2020_ND,Idaho
AF5750.16,NA,2020_ND,Idaho
AOR13064.2,NA,2020_ND,Idaho
AOR13064.2,NA,2020_ND,Idaho
CO11009.3RU,NA,2020_ND,Colorado
CO11009.3RU,NA,2020_ND,Colorado
A09086.1LB,NA,2020_ND,Idaho
A09086.1LB,NA,2020_ND,Idaho
A10007.3,NA,2020_ND,Idaho
A10007.3,NA,2020_ND,Idaho
A10071.1,NA,2020_ND,Idaho
A10071.1,NA,2020_ND,Idaho
A10508.2LB,NA,2020_ND,Idaho
A10508.2LB,NA,2020_ND,Idaho
A11326.1,NA,2020_ND,Idaho
A11326.1,NA,2020_ND,Idaho
A12114.7,NA,2020_ND,Idaho
A12114.7,NA,2020_ND,Idaho
A12115.16sto,NA,2020_ND,Idaho
A12115.16sto,NA,2020_ND,Idaho
A12314.1sto,NA,2020_ND,Idaho
A12314.1sto,NA,2020_ND,Idaho
W13A11229.1rus,NA,2020_ND,Wisconsin
W13A11229.1rus,NA,2020_ND,Wisconsin
NDAF113476CB.3,NA,2020_ND,NorthDakota
NDAF113476CB.3,NA,2020_ND,NorthDakota
NDAF113476CB.3,NA,2020_ND,NorthDakota
CO12152.1RU,492.5,2020_OR,Colorado
CO12246.1RU,636.9,2020_OR,Colorado
CO12378.1RU,778.9,2020_OR,Colorado
A08292.1LB,696.8,2020_OR,Idaho
A09022.4,534.7,2020_OR,Idaho
A09136.9LB,959.2,2020_OR,Idaho
A10020.3sto,1018.7,2020_OR,Idaho
A10635.2VR,757.9,2020_OR,Idaho
A12076.4sto,767.7,2020_OR,Idaho
A12304.1sto,907.5,2020_OR,Idaho
A12304.4sto,549.4,2020_OR,Idaho
A12305.2adg,1056.3,2020_OR,Idaho
A12308.4VR,444.2,2020_OR,Idaho
A12327.5VR,1108.7,2020_OR,Idaho
A13036.1,896.6,2020_OR,Idaho
A13038.3,800.9,2020_OR,Idaho
AFA5661.8,832.4,2020_OR,Idaho
AF5711.2,765.7,2020_OR,Idaho
AF5735.8,811.8,2020_OR,Idaho
AF5736.16,712.8,2020_OR,Idaho
AF5741.6,678.1,2020_OR,Idaho
AF5770.7,815.4,2020_OR,Idaho
AAF10596.1,635.3,2020_OR,Idaho
COAF11018.10,641.3,2020_OR,Colorado
ND1412Y.5Russ,1001.8,2020_OR,NorthDakota
ND14110B.1Russ,568.5,2020_OR,NorthDakota
AOR10093.11,884.7,2020_OR,Idaho
AOR10129.1,843.1,2020_OR,Idaho
AOR11027.4,730.4,2020_OR,Idaho
AOR10654.11,848.7,2020_OR,Idaho
AF5707.1,886.9,2020_OR,Idaho
AF5707.1,685.2,2020_OR,Idaho
AF5731.11,608.5,2020_OR,Idaho
AF5731.11,548.9,2020_OR,Idaho
AF5750.16,788,2020_OR,Idaho
AF5750.16,690.3,2020_OR,Idaho
AOR13064.2,779,2020_OR,Idaho
AOR13064.2,693.2,2020_OR,Idaho
CO11009.3RU,835.6,2020_OR,Colorado
CO11009.3RU,727.9,2020_OR,Colorado
A09086.1LB,999.2,2020_OR,Idaho
A09086.1LB,954.8,2020_OR,Idaho
A10007.3,595.7,2020_OR,Idaho
A10007.3,645.9,2020_OR,Idaho
A10071.1,989.7,2020_OR,Idaho
A10071.1,828.4,2020_OR,Idaho
A10508.2LB,868.4,2020_OR,Idaho
A10508.2LB,707.4,2020_OR,Idaho
A11326.1,873.1,2020_OR,Idaho
A11326.1,942.8,2020_OR,Idaho
A12114.7,543.6,2020_OR,Idaho
A12114.7,652.4,2020_OR,Idaho
A12115.16sto,1228.7,2020_OR,Idaho
A12115.16sto,810.7,2020_OR,Idaho
A12314.1sto,670.9,2020_OR,Idaho
A12314.1sto,687.1,2020_OR,Idaho
W13A11229.1rus,858.4,2020_OR,Wisconsin
W13A11229.1rus,868.8,2020_OR,Wisconsin
NDAF113476CB.3,469.9,2020_OR,NorthDakota
NDAF113476CB.3,407.9,2020_OR,NorthDakota
NDAF113476CB.3,581.3,2020_OR,NorthDakota
CO12152.1RU,433.5,2020_WA,Colorado
CO12246.1RU,719.4,2020_WA,Colorado
CO12378.1RU,637.9,2020_WA,Colorado
A08292.1LB,708,2020_WA,Idaho
A09022.4,637.3,2020_WA,Idaho
A09136.9LB,1221.6,2020_WA,Idaho
A10020.3sto,1019.6,2020_WA,Idaho
A10635.2VR,1266.9,2020_WA,Idaho
A12076.4sto,603.5,2020_WA,Idaho
A12304.1sto,1166.9,2020_WA,Idaho
A12304.4sto,657.5,2020_WA,Idaho
A12305.2adg,1234.2,2020_WA,Idaho
A12308.4VR,489.4,2020_WA,Idaho
A12327.5VR,1180.6,2020_WA,Idaho
A13036.1,872.3,2020_WA,Idaho
A13038.3,914.5,2020_WA,Idaho
AFA5661.8,626.1,2020_WA,Idaho
AF5711.2,618.6,2020_WA,Idaho
AF5735.8,1001.7,2020_WA,Idaho
AF5736.16,841,2020_WA,Idaho
AF5741.6,627.4,2020_WA,Idaho
AF5770.7,873.4,2020_WA,Idaho
AAF10596.1,771.8,2020_WA,Idaho
COAF11018.10,705.3,2020_WA,Colorado
ND1412Y.5Russ,1013.1,2020_WA,NorthDakota
ND14110B.1Russ,699.7,2020_WA,NorthDakota
AOR10093.11,919.2,2020_WA,Idaho
AOR10129.1,762.7,2020_WA,Idaho
AOR11027.4,878.5,2020_WA,Idaho
AOR10654.11,976.6,2020_WA,Idaho
AF5707.1,1024.3,2020_WA,Idaho
AF5707.1,1181.3,2020_WA,Idaho
AF5731.11,317.4,2020_WA,Idaho
AF5731.11,501.1,2020_WA,Idaho
AF5750.16,887.4,2020_WA,Idaho
AF5750.16,900.1,2020_WA,Idaho
AOR13064.2,1006,2020_WA,Idaho
AOR13064.2,975,2020_WA,Idaho
CO11009.3RU,1036.8,2020_WA,Colorado
CO11009.3RU,777.9,2020_WA,Colorado
A09086.1LB,1071.1,2020_WA,Idaho
A09086.1LB,1248.9,2020_WA,Idaho
A10007.3,683.7,2020_WA,Idaho
A10007.3,738.3,2020_WA,Idaho
A10071.1,977.8,2020_WA,Idaho
A10071.1,1119.8,2020_WA,Idaho
A10508.2LB,645.2,2020_WA,Idaho
A10508.2LB,683.4,2020_WA,Idaho
A11326.1,1068.9,2020_WA,Idaho
A11326.1,1012.6,2020_WA,Idaho
A12114.7,642,2020_WA,Idaho
A12114.7,505.9,2020_WA,Idaho
A12115.16sto,956.4,2020_WA,Idaho
A12115.16sto,1012.1,2020_WA,Idaho
A12314.1sto,644,2020_WA,Idaho
A12314.1sto,671.6,2020_WA,Idaho
W13A11229.1rus,1026.9,2020_WA,Wisconsin
W13A11229.1rus,1255.8,2020_WA,Wisconsin
NDAF113476CB.3,419.4,2020_WA,NorthDakota
NDAF113476CB.3,701.3,2020_WA,NorthDakota
NDAF113476CB.3,640.3,2020_WA,NorthDakota
CO12152.1RU,NA,2020_WI,Colorado
CO12246.1RU,NA,2020_WI,Colorado
CO12378.1RU,NA,2020_WI,Colorado
A08292.1LB,NA,2020_WI,Idaho
A09022.4,NA,2020_WI,Idaho
A09136.9LB,NA,2020_WI,Idaho
A10020.3sto,NA,2020_WI,Idaho
A10635.2VR,NA,2020_WI,Idaho
A12076.4sto,NA,2020_WI,Idaho
A12304.1sto,NA,2020_WI,Idaho
A12304.4sto,NA,2020_WI,Idaho
A12305.2adg,NA,2020_WI,Idaho
A12308.4VR,NA,2020_WI,Idaho
A12327.5VR,NA,2020_WI,Idaho
A13036.1,NA,2020_WI,Idaho
A13038.3,NA,2020_WI,Idaho
AFA5661.8,NA,2020_WI,Idaho
AF5711.2,NA,2020_WI,Idaho
AF5735.8,NA,2020_WI,Idaho
AF5736.16,NA,2020_WI,Idaho
AF5741.6,NA,2020_WI,Idaho
AF5770.7,NA,2020_WI,Idaho
AAF10596.1,NA,2020_WI,Idaho
COAF11018.10,NA,2020_WI,Colorado
ND1412Y.5Russ,NA,2020_WI,NorthDakota
ND14110B.1Russ,NA,2020_WI,NorthDakota
AOR10093.11,NA,2020_WI,Idaho
AOR10129.1,NA,2020_WI,Idaho
AOR11027.4,NA,2020_WI,Idaho
AOR10654.11,NA,2020_WI,Idaho
AF5707.1,NA,2020_WI,Idaho
AF5707.1,NA,2020_WI,Idaho
AF5731.11,NA,2020_WI,Idaho
AF5731.11,NA,2020_WI,Idaho
AF5750.16,NA,2020_WI,Idaho
AF5750.16,NA,2020_WI,Idaho
AOR13064.2,NA,2020_WI,Idaho
AOR13064.2,NA,2020_WI,Idaho
CO11009.3RU,NA,2020_WI,Colorado
CO11009.3RU,NA,2020_WI,Colorado
A09086.1LB,NA,2020_WI,Idaho
A09086.1LB,NA,2020_WI,Idaho
A10007.3,NA,2020_WI,Idaho
A10007.3,NA,2020_WI,Idaho
A10071.1,NA,2020_WI,Idaho
A10071.1,NA,2020_WI,Idaho
A10508.2LB,NA,2020_WI,Idaho
A10508.2LB,NA,2020_WI,Idaho
A11326.1,NA,2020_WI,Idaho
A11326.1,NA,2020_WI,Idaho
A12114.7,NA,2020_WI,Idaho
A12114.7,NA,2020_WI,Idaho
A12115.16sto,NA,2020_WI,Idaho
A12115.16sto,NA,2020_WI,Idaho
A12314.1sto,NA,2020_WI,Idaho
A12314.1sto,NA,2020_WI,Idaho
W13A11229.1rus,NA,2020_WI,Wisconsin
W13A11229.1rus,NA,2020_WI,Wisconsin
NDAF113476CB.3,NA,2020_WI,NorthDakota
NDAF113476CB.3,NA,2020_WI,NorthDakota
NDAF113476CB.3,NA,2020_WI,NorthDakota
